"","Categoria","Comunidad","Educacion","FechaCreacion","TipoJornada","Provincia","SalarioMax","SalarioMin","SubCategoria"
"22523","COMERCIAL/VENTAS","REGIÓN DE MURCIA","Diplomado o Ingeniero Técnico",2018-09-04,"COMPLETA","MURCIA",50000,10000,"AGENTES COMERCIALES/REPRESENTANTES"
"22524","HOSTELERÍA/TURISMO","REGIÓN DE MURCIA","ESO, EGB, Graduado Escolar",2018-09-04,"COMPLETA","MURCIA",1300,1000,"CAMAREROS"
"22525","CONDUCTORES/TRANSPORTE","CANTABRIA","ESO, EGB, Graduado Escolar",2018-09-04,"COMPLETA","CANTABRIA",2400,1000,"TRANSPORTE INTERNACIONAL/ESPECIAL"
"22526","PELUQUERÍA/ESTÉTICA","ANDALUCÍA","FP II, Ciclo de Grado Superior",2018-06-26,"COMPLETA","SEVILLA",1000,500,"PELUQUERÍA"
"22527","COMERCIAL/VENTAS","REGIÓN DE MURCIA","FP II, Ciclo de Grado Superior",2018-09-04,"COMPLETA","MURCIA",30000,10000,"VENDEDORES"
"22528","SALUD/DEPORTE","PRINCIPADO DE ASTURIAS","Diplomado o Ingeniero Técnico",2018-09-04,"COMPLETA","ASTURIAS",2050,1500,"ENFERMERÍA"
"22529","HOSTELERÍA/TURISMO","GALICIA","ESO, EGB, Graduado Escolar",2018-09-04,"PARCIAL","PONTEVEDRA",1000,1000,"CAMAREROS"
"22531","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","REGIÓN DE MURCIA","FP II, Ciclo de Grado Superior",2018-09-04,"COMPLETA","MURCIA",1500,1000,"ELECTRICIDAD"
"22813","INFORMÁTICA/TELECOMUNICACIONES","CASTILLA LA MANCHA","ESO, EGB, Graduado Escolar",2018-09-03,"COMPLETA","GUADALAJARA",1200,800,"TELECOMUNICACIONES"
"22814","INGENIERÍA/CALIDAD/CIENCIAS","NAVARRA","Diplomado o Ingeniero Técnico",2018-09-03,"COMPLETA","NAVARRA",18000,14000,"INGENIERÍAS"
"22815","INGENIERÍA/CALIDAD/CIENCIAS","MADRID","Diplomado o Ingeniero Técnico",2018-09-03,"COMPLETA","MADRID",42000,20000,"INGENIERÍAS"
"22816","ADMINISTRACIÓN","MADRID","FP II, Ciclo de Grado Superior",2018-09-03,"COMPLETA","MADRID",1100,1100,"CONTABILIDAD/FINANZAS"
"22817","HOSTELERÍA/TURISMO","CASTILLA Y LEÓN","ESO, EGB, Graduado Escolar",2018-09-03,"PARCIAL","VALLADOLID",550,490,"CAMAREROS"
"22818","FÁBRICAS/INDUSTRIA","CATALUÑA","ESO, EGB, Graduado Escolar",2018-09-03,"COMPLETA","LLEIDA",1200,1000,"TEXTIL/CONFECCIÓN/CALZADO"
"22819","CONSTRUCCIÓN","GALICIA","Estudios primarios",2018-09-03,"COMPLETA","PONTEVEDRA",1000,0,"PEONES"
"22820","CONDUCTORES/TRANSPORTE","ANDALUCÍA","Bachillerato",2018-09-03,"COMPLETA","MÁLAGA",15000,14000,"TRANSPORTE DE PERSONAS O MERCANCIAS"
"22821","HOSTELERÍA/TURISMO","CATALUÑA","Unknown",2018-09-03,"INDIFERENTE","BARCELONA",200,70,"ANIMACIÓN TURÍSTICA"
"22822","INGENIERÍA/CALIDAD/CIENCIAS","MADRID","Unknown",2018-09-03,"COMPLETA","MADRID",40000,18000,"INGENIERÍAS"
"22823","COMERCIAL/VENTAS","COMUNIDAD VALENCIANA","Unknown",2018-09-03,"COMPLETA","ALICANTE",18000,12000,"AGENTES COMERCIALES/REPRESENTANTES"
"22824","DEPENDIENTES/INFORMACIÓN","COMUNIDAD VALENCIANA","Unknown",2018-09-03,"INDIFERENTE","ALICANTE",850,700,"DEPENDIENTES"
"22825","ADMINISTRACIÓN","ANDALUCÍA","ESO, EGB, Graduado Escolar",2018-09-03,"PARCIAL","SEVILLA",750,450,"ADMINISTRATIVOS"
"22826","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","REGIÓN DE MURCIA","Unknown",2018-09-03,"COMPLETA","MURCIA",1200,1000,"FRÍO Y CLIMATIZACIÓN"
"22827","CUIDADOS/ASISTENCIA EN EL HOGAR","GALICIA","Certificados de Profesionalidad",2018-09-03,"PARCIAL","CORUÑA (A)",470,460,"AYUDA DOMICILIARIA"
"22828","CONDUCTORES/TRANSPORTE","REGIÓN DE MURCIA","Unknown",2018-09-03,"PARCIAL","MURCIA",600,500,"REPARTO DE MERCANCÍAS"
"22829","ARQUITECTURA/DISEÑO","MADRID","Unknown",2018-09-03,"COMPLETA","MADRID",40000,20000,"DELINEANTES/PROYECTISTAS"
"22830","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","NAVARRA","FP I, Ciclo de Grado Medio",2018-03-16,"COMPLETA","NAVARRA",1300,1000,"ELECTRICIDAD"
"22833","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","COMUNIDAD VALENCIANA","FP I, Ciclo de Grado Medio",2018-09-03,"COMPLETA","VALENCIA",900,600,"ELECTRICIDAD"
"22834","ADMINISTRACIÓN","ARAGÓN","Diplomado o Ingeniero Técnico",2018-09-03,"COMPLETA","ZARAGOZA",14500,14000,"ADMINISTRATIVOS"
"22835","FÁBRICAS/INDUSTRIA","CATALUÑA","Otras Formaciones",2018-09-03,"COMPLETA","LLEIDA",1200,1000,"TEXTIL/CONFECCIÓN/CALZADO"
"22836","INGENIERÍA/CALIDAD/CIENCIAS","ANDALUCÍA","FP I, Ciclo de Grado Medio",2018-09-03,"COMPLETA","ALMERÍA",1500,1000,"OTRAS ACTIVIDADES TÉCNICAS"
"22837","FÁBRICAS/INDUSTRIA","PAÍS VASCO","Sin estudios",2018-09-03,"COMPLETA","VIZCAYA",1200,1000,"MADERA Y MUEBLE/EBANISTERÍA"
"22838","CONSTRUCCIÓN","GALICIA","ESO, EGB, Graduado Escolar",2018-09-03,"COMPLETA","PONTEVEDRA",1000,0,"ALBAÑILERIA/ACABADOS"
"22839","FÁBRICAS/INDUSTRIA","ISLAS CANARIAS","Estudios primarios",2018-09-03,"COMPLETA","PALMAS (LAS)",1000,800,"TEXTIL/CONFECCIÓN/CALZADO"
"22840","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","REGIÓN DE MURCIA","Estudios primarios",2018-09-03,"COMPLETA","MURCIA",1600,1100,"FRÍO Y CLIMATIZACIÓN"
"22841","COMERCIAL/VENTAS","CASTILLA Y LEÓN","FP II, Ciclo de Grado Superior",2018-09-03,"PARCIAL","VALLADOLID",600,368,"COMERCIO EXTERIOR"
"22842","INGENIERÍA/CALIDAD/CIENCIAS","ANDALUCÍA","Unknown",2018-09-03,"COMPLETA","SEVILLA",36000,18000,"INGENIERÍAS"
"22843","INGENIERÍA/CALIDAD/CIENCIAS","MADRID","Unknown",2018-09-03,"COMPLETA","MADRID",40000,20000,"INGENIERÍAS"
"22844","EDUCACIÓN/SERVICIOS SOCIALES","ANDALUCÍA","Diplomado o Ingeniero Técnico",2018-09-03,"INDIFERENTE","SEVILLA",1200,300,"ENSEÑANZA DE IDIOMAS"
"22845","METAL/MECÁNICA","MADRID","FP II, Ciclo de Grado Superior",2018-09-03,"COMPLETA","MADRID",24000,21000,"MAQUINA HERRAMIENTA/TORNO/FRESA"
"22846","METAL/MECÁNICA","MADRID","FP I, Ciclo de Grado Medio",2018-09-03,"COMPLETA","MADRID",24000,21000,"MAQUINA HERRAMIENTA/TORNO/FRESA"
"22847","METAL/MECÁNICA","MADRID","FP I, Ciclo de Grado Medio",2018-09-03,"COMPLETA","MADRID",24000,21000,"MAQUINA HERRAMIENTA/TORNO/FRESA"
"22848","CONDUCTORES/TRANSPORTE","CASTILLA Y LEÓN","ESO, EGB, Graduado Escolar",2018-09-03,"COMPLETA","SEGOVIA",1000,1000,"TRANSPORTE DE PERSONAS O MERCANCIAS"
"22849","COMERCIAL/VENTAS","MADRID","Sin estudios",2018-09-03,"PARCIAL","MADRID",900,500,"AGENTES COMERCIALES/REPRESENTANTES"
"22850","COMERCIAL/VENTAS","MADRID","Bachillerato",2018-09-03,"PARCIAL","MADRID",12000,7000,"AGENTES COMERCIALES/REPRESENTANTES"
"22851","HOSTELERÍA/TURISMO","ARAGÓN","ESO, EGB, Graduado Escolar",2018-08-31,"COMPLETA","ZARAGOZA",1350,1350,"CAMAREROS"
"22852","ADMINISTRACIÓN","MADRID","FP I, Ciclo de Grado Medio",2018-09-03,"COMPLETA","MADRID",13500,13500,"RECURSOS HUMANOS/PERSONAL"
"22853","CUIDADOS/ASISTENCIA EN EL HOGAR","GALICIA","Unknown",2018-09-03,"INDIFERENTE","PONTEVEDRA",1024,1024,"AYUDA DOMICILIARIA"
"23043","CONSTRUCCIÓN","COMUNIDAD VALENCIANA","Unknown",2018-09-01,"COMPLETA","VALENCIA",1000,500,"FONTANERÍA"
"23048","INFORMÁTICA/TELECOMUNICACIONES","CATALUÑA","Licenciado o Ingeniero Superior",2018-08-31,"COMPLETA","BARCELONA",30000,23000,"ANALISTAS/PROGRAMADORES"
"23049","COMERCIAL/VENTAS","CATALUÑA","FP II, Ciclo de Grado Superior",2018-08-31,"COMPLETA","BARCELONA",500,300,"VENDEDORES"
"23050","CUIDADOS/ASISTENCIA EN EL HOGAR","PRINCIPADO DE ASTURIAS","Certificados de Profesionalidad",2018-08-31,"PARCIAL","ASTURIAS",110,90,"AYUDA DOMICILIARIA"
"23051","INFORMÁTICA/TELECOMUNICACIONES","PRINCIPADO DE ASTURIAS","Unknown",2018-08-31,"COMPLETA","ASTURIAS",2000,1800,"ANALISTAS/PROGRAMADORES"
"23053","CONSTRUCCIÓN","ISLAS CANARIAS","Unknown",2018-08-31,"COMPLETA","SANTA CRUZ DE TENERIFE",16243,16243,"ALBAÑILERIA/ACABADOS"
"23054","CONSTRUCCIÓN","ISLAS CANARIAS","Unknown",2018-08-31,"COMPLETA","SANTA CRUZ DE TENERIFE",16243,16243,"PINTURA"
"23055","AGRICULTURA/JARDINERÍA/ALIMENTACIÓN","GALICIA","Unknown",2018-08-31,"COMPLETA","CORUÑA (A)",1200,900,"FORESTAL/JARDINERÍA"
"23056","INFORMÁTICA/TELECOMUNICACIONES","CATALUÑA","Licenciado o Ingeniero Superior",2018-08-31,"COMPLETA","BARCELONA",40000,30000,"GESTIÓN DE PROYECTOS"
"23057","FÁBRICAS/INDUSTRIA","PAÍS VASCO","ESO, EGB, Graduado Escolar",2018-08-31,"COMPLETA","VIZCAYA",14000,12000,"PEONES/OPERARIOS/MANIPULADORES"
"23058","COMERCIAL/VENTAS","COMUNIDAD VALENCIANA","ESO, EGB, Graduado Escolar",2018-08-31,"COMPLETA","VALENCIA",15000,15000,"VENDEDORES"
"23273","CONSTRUCCIÓN","COMUNIDAD VALENCIANA","Unknown",2018-09-01,"COMPLETA","VALENCIA",1000,500,"FONTANERÍA"
"23278","INFORMÁTICA/TELECOMUNICACIONES","CATALUÑA","Licenciado o Ingeniero Superior",2018-08-31,"COMPLETA","BARCELONA",30000,23000,"ANALISTAS/PROGRAMADORES"
"23279","COMERCIAL/VENTAS","CATALUÑA","FP II, Ciclo de Grado Superior",2018-08-31,"COMPLETA","BARCELONA",500,300,"VENDEDORES"
"23280","CUIDADOS/ASISTENCIA EN EL HOGAR","PRINCIPADO DE ASTURIAS","Certificados de Profesionalidad",2018-08-31,"PARCIAL","ASTURIAS",110,90,"AYUDA DOMICILIARIA"
"23281","INFORMÁTICA/TELECOMUNICACIONES","PRINCIPADO DE ASTURIAS","Unknown",2018-08-31,"COMPLETA","ASTURIAS",2000,1800,"ANALISTAS/PROGRAMADORES"
"23283","CONSTRUCCIÓN","ISLAS CANARIAS","Unknown",2018-08-31,"COMPLETA","SANTA CRUZ DE TENERIFE",16243,16243,"ALBAÑILERIA/ACABADOS"
"23284","CONSTRUCCIÓN","ISLAS CANARIAS","Unknown",2018-08-31,"COMPLETA","SANTA CRUZ DE TENERIFE",16243,16243,"PINTURA"
"23285","AGRICULTURA/JARDINERÍA/ALIMENTACIÓN","GALICIA","Unknown",2018-08-31,"COMPLETA","CORUÑA (A)",1200,900,"FORESTAL/JARDINERÍA"
"23286","INFORMÁTICA/TELECOMUNICACIONES","CATALUÑA","Licenciado o Ingeniero Superior",2018-08-31,"COMPLETA","BARCELONA",40000,30000,"GESTIÓN DE PROYECTOS"
"23287","FÁBRICAS/INDUSTRIA","PAÍS VASCO","ESO, EGB, Graduado Escolar",2018-08-31,"COMPLETA","VIZCAYA",14000,12000,"PEONES/OPERARIOS/MANIPULADORES"
"23288","COMERCIAL/VENTAS","COMUNIDAD VALENCIANA","ESO, EGB, Graduado Escolar",2018-08-31,"COMPLETA","VALENCIA",15000,15000,"VENDEDORES"
"23440","PELUQUERÍA/ESTÉTICA","PRINCIPADO DE ASTURIAS","Certificados de Profesionalidad",2018-05-09,"PARCIAL","ASTURIAS",4,0,"ESTÉTICA"
"23441","ADMINISTRACIÓN","MADRID","FP II, Ciclo de Grado Superior",2018-08-28,"COMPLETA","MADRID",18500,18500,"RECEPCIONISTAS"
"23442","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","GALICIA","FP I, Ciclo de Grado Medio",2018-08-30,"COMPLETA","OURENSE",20000,15000,"ELECTRICIDAD"
"23443","SALUD/DEPORTE","CASTILLA Y LEÓN","Unknown",2018-08-30,"PARCIAL","ZAMORA",700,700,"FISIOTERAPIA/DEPORTE/MANTENIMIENTO FISIC"
"23444","AGRICULTURA/JARDINERÍA/ALIMENTACIÓN","CATALUÑA","FP I, Ciclo de Grado Medio",2018-08-30,"COMPLETA","TARRAGONA",17000,13000,"FORESTAL/JARDINERÍA"
"23445","INGENIERÍA/CALIDAD/CIENCIAS","MADRID","Diplomado o Ingeniero Técnico",2018-08-30,"COMPLETA","MADRID",20000,15000,"INGENIERÍAS"
"23446","SALUD/DEPORTE","CASTILLA LA MANCHA","Diplomado o Ingeniero Técnico",2018-08-30,"PARCIAL","GUADALAJARA",800,800,"ENFERMERÍA"
"23447","CONSTRUCCIÓN","GALICIA","Estudios primarios",2018-08-30,"COMPLETA","CORUÑA (A)",1500,1200,"ALBAÑILERIA/ACABADOS"
"23448","INGENIERÍA/CALIDAD/CIENCIAS","MADRID","FP II, Ciclo de Grado Superior",2018-08-30,"COMPLETA","MADRID",20000,15000,"INGENIERÍAS"
"23449","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","MADRID","FP I, Ciclo de Grado Medio",2018-05-30,"COMPLETA","MADRID",18000,16500,"FRÍO Y CLIMATIZACIÓN"
"23450","HOSTELERÍA/TURISMO","COMUNIDAD VALENCIANA","Estudios primarios",2018-08-30,"COMPLETA","ALICANTE",1200,800,"AYUDANTES DE COCINA/COMIDA RÁPIDA"
"23451","CONSTRUCCIÓN","ANDALUCÍA","Sin estudios",2018-08-30,"COMPLETA","CÁDIZ",1000,800,"FONTANERÍA"
"23452","ADMINISTRACIÓN","COMUNIDAD VALENCIANA","FP I, Ciclo de Grado Medio",2018-08-30,"COMPLETA","ALICANTE",1200,800,"ADMINISTRATIVOS"
"23453","CONDUCTORES/TRANSPORTE","COMUNIDAD VALENCIANA","Unknown",2018-08-30,"COMPLETA","CASTELLÓN",1600,900,"TRANSPORTE DE PERSONAS O MERCANCIAS"
"23454","AGRICULTURA/JARDINERÍA/ALIMENTACIÓN","ANDALUCÍA","Unknown",2018-08-30,"COMPLETA","MÁLAGA",1100,900,"PESCA"
"23455","CUIDADOS/ASISTENCIA EN EL HOGAR","ARAGÓN","Sin estudios",2018-08-30,"COMPLETA","TERUEL",1200,1000,"LIMPIEZA"
"23456","PELUQUERÍA/ESTÉTICA","COMUNIDAD VALENCIANA","FP I, Ciclo de Grado Medio",2018-08-30,"COMPLETA","ALICANTE",1200,900,"PELUQUERÍA"
"23457","COMUNICACIÓN/CULTURA/ENTRETENIMIENTO","COMUNIDAD VALENCIANA","Unknown",2018-08-30,"COMPLETA","ALICANTE",15000,0,"APUESTAS Y JUEGO"
"23458","COMERCIAL/VENTAS","MADRID","ESO, EGB, Graduado Escolar",2018-08-30,"COMPLETA","MADRID",3000,900,"AGENTES COMERCIALES/REPRESENTANTES"
"23459","CUIDADOS/ASISTENCIA EN EL HOGAR","ANDALUCÍA","Unknown",2018-08-30,"INDIFERENTE","SEVILLA",850,0,"LIMPIEZA"
"23460","CONDUCTORES/TRANSPORTE","CASTILLA Y LEÓN","Estudios primarios",2018-08-30,"COMPLETA","VALLADOLID",2000,1300,"TRANSPORTE DE PERSONAS O MERCANCIAS"
"23461","ARQUITECTURA/DISEÑO","PRINCIPADO DE ASTURIAS","Unknown",2018-08-30,"COMPLETA","ASTURIAS",18000,15000,"DISEÑO GRÁFICO/WEB"
"23462","HOSTELERÍA/TURISMO","MADRID","ESO, EGB, Graduado Escolar",2018-08-30,"COMPLETA","MADRID",1100,1000,"CAMAREROS"
"23463","HOSTELERÍA/TURISMO","MADRID","ESO, EGB, Graduado Escolar",2018-08-30,"PARCIAL","MADRID",9,8,"CAMAREROS"
"23464","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","GALICIA","FP II, Ciclo de Grado Superior",2018-07-11,"COMPLETA","CORUÑA (A)",20000,18000,"ELECTRICIDAD"
"23465","HOSTELERÍA/TURISMO","GALICIA","Unknown",2018-08-29,"COMPLETA","PONTEVEDRA",1500,1000,"COCINEROS"
"23466","AGRICULTURA/JARDINERÍA/ALIMENTACIÓN","GALICIA","Unknown",2018-08-30,"COMPLETA","CORUÑA (A)",1000,800,"FORESTAL/JARDINERÍA"
"23467","INGENIERÍA/CALIDAD/CIENCIAS","MADRID","Licenciado o Ingeniero Superior",2018-08-30,"COMPLETA","MADRID",27000,27000,"INGENIERÍAS"
"23632","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","COMUNIDAD VALENCIANA","Diplomado o Ingeniero Técnico",2018-08-29,"COMPLETA","VALENCIA",1500,1000,"ELECTRICIDAD"
"23633","DEPENDIENTES/INFORMACIÓN","MADRID","Bachillerato",2018-08-29,"COMPLETA","MADRID",8,7,"TELEOPERADORES"
"23634","FÁBRICAS/INDUSTRIA","ARAGÓN","Unknown",2018-08-29,"COMPLETA","TERUEL",1500,1100,"PEONES/OPERARIOS/MANIPULADORES"
"23635","CONSTRUCCIÓN","GALICIA","Unknown",2018-08-29,"COMPLETA","CORUÑA (A)",1100,950,"CRISTALEROS"
"23637","PELUQUERÍA/ESTÉTICA","CASTILLA Y LEÓN","Licenciado o Ingeniero Superior",2018-08-29,"PARCIAL","SALAMANCA",1200,0,"ESTÉTICA"
"23638","CONSTRUCCIÓN","MADRID","Otras Formaciones",2018-08-29,"COMPLETA","MADRID",18000,15000,"FONTANERÍA"
"23639","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","NAVARRA","FP II, Ciclo de Grado Superior",2018-08-29,"COMPLETA","NAVARRA",30000,22000,"ELECTRICIDAD"
"23640","COMERCIAL/VENTAS","CANTABRIA","Sin estudios",2018-08-29,"PARCIAL","CANTABRIA",1200,600,"VENDEDORES"
"23641","COMERCIAL/VENTAS","CANTABRIA","Sin estudios",2018-08-29,"PARCIAL","CANTABRIA",1200,600,"VENDEDORES"
"23642","DERECHO/PSICOLOGÍA/CIENCIAS SOCIALES","PAÍS VASCO","Licenciado o Ingeniero Superior",2018-08-29,"COMPLETA","ÁLAVA",20000,18000,"OTROS PROFESIONALES"
"23643","COMERCIAL/VENTAS","CANTABRIA","Sin estudios",2018-08-29,"PARCIAL","CANTABRIA",1200,600,"VENDEDORES"
"23644","CUIDADOS/ASISTENCIA EN EL HOGAR","CATALUÑA","Estudios primarios",2018-08-29,"COMPLETA","BARCELONA",12000,8000,"LIMPIEZA"
"23645","FÁBRICAS/INDUSTRIA","COMUNIDAD VALENCIANA","Unknown",2018-08-28,"COMPLETA","ALICANTE",950,850,"TEXTIL/CONFECCIÓN/CALZADO"
"23646","CONSTRUCCIÓN","MADRID","Sin estudios",2018-08-29,"COMPLETA","MADRID",1380,820,"ALBAÑILERIA/ACABADOS"
"23647","METAL/MECÁNICA","MADRID","Unknown",2018-08-29,"COMPLETA","MADRID",18800,16800,"SOLDADURA/CALDERERÍA/CHAPA"
"23648","METAL/MECÁNICA","MADRID","Unknown",2018-08-29,"COMPLETA","MADRID",1200,1200,"CERRAJEROS/FORJA/HERREROS"
"23649","ADMINISTRACIÓN","CATALUÑA","FP I, Ciclo de Grado Medio",2018-08-29,"PARCIAL","BARCELONA",700,700,"ADMINISTRATIVOS"
"23650","COMERCIAL/VENTAS","MADRID","Unknown",2018-08-29,"COMPLETA","MADRID",15000,15000,"VENDEDORES"
"23651","FÁBRICAS/INDUSTRIA","CASTILLA LA MANCHA","FP I, Ciclo de Grado Medio",2018-08-29,"COMPLETA","TOLEDO",21000,18000,"MONTADORES Y ENSAMBLADORES"
"23652","HOSTELERÍA/TURISMO","ISLAS CANARIAS","ESO, EGB, Graduado Escolar",2018-08-29,"COMPLETA","PALMAS (LAS)",1000,787,"ANIMACIÓN TURÍSTICA"
"23653","ADMINISTRACIÓN","CATALUÑA","Licenciado o Ingeniero Superior",2018-08-29,"COMPLETA","BARCELONA",27000,25000,"BANCA/SEGUROS"
"23654","INFORMÁTICA/TELECOMUNICACIONES","MADRID","Diplomado o Ingeniero Técnico",2018-08-29,"COMPLETA","MADRID",40000,30000,"ANALISTAS/PROGRAMADORES"
"23655","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","MADRID","FP II, Ciclo de Grado Superior",2018-08-29,"COMPLETA","MADRID",16800,11200,"ELECTRÓNICA"
"23658","COMERCIAL/VENTAS","CATALUÑA","Unknown",2018-08-30,"COMPLETA","BARCELONA",21000,17500,"VENDEDORES"
"24080","COMUNICACIÓN/CULTURA/ENTRETENIMIENTO","MADRID","Bachillerato",2018-08-28,"INDIFERENTE","MADRID",14000,10000,"COMUNICACIÓN/PUBLICIDAD/MARKETING"
"24081","METAL/MECÁNICA","CASTILLA LA MANCHA","Unknown",2018-08-28,"COMPLETA","CUENCA",850,700,"CERRAJEROS/FORJA/HERREROS"
"24082","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","COMUNIDAD VALENCIANA","FP I, Ciclo de Grado Medio",2018-08-28,"PARCIAL","VALENCIA",13000,10000,"ENERGÍAS RENOVABLES"
"24083","CONSTRUCCIÓN","MADRID","Unknown",2018-08-28,"COMPLETA","MADRID",1500,1200,"PEONES"
"24084","INFORMÁTICA/TELECOMUNICACIONES","MADRID","Estudios primarios",2018-06-04,"COMPLETA","MADRID",900,900,"TELECOMUNICACIONES"
"24085","CONDUCTORES/TRANSPORTE","CATALUÑA","ESO, EGB, Graduado Escolar",2018-04-04,"PARCIAL","BARCELONA",10000,3000,"REPARTO DE MERCANCÍAS"
"24086","FÁBRICAS/INDUSTRIA","CATALUÑA","FP I, Ciclo de Grado Medio",2018-02-01,"COMPLETA","LLEIDA",1400,1200,"MADERA Y MUEBLE/EBANISTERÍA"
"24087","COMUNICACIÓN/CULTURA/ENTRETENIMIENTO","MADRID","Bachillerato",2018-08-28,"INDIFERENTE","MADRID",14000,10000,"COMUNICACIÓN/PUBLICIDAD/MARKETING"
"24089","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","NAVARRA","FP II, Ciclo de Grado Superior",2018-08-28,"COMPLETA","NAVARRA",1400,1000,"FRÍO Y CLIMATIZACIÓN"
"24090","CUIDADOS/ASISTENCIA EN EL HOGAR","ANDALUCÍA","Otras Formaciones",2018-08-28,"COMPLETA","ALMERÍA",1000,600,"AUXILIARES DE ENFERMERÍA/GERIATRÍA"
"24091","CUIDADOS/ASISTENCIA EN EL HOGAR","ANDALUCÍA","Otras Formaciones",2018-08-28,"PARCIAL","ALMERÍA",1000,900,"AUXILIARES DE ENFERMERÍA/GERIATRÍA"
"24092","INGENIERÍA/CALIDAD/CIENCIAS","MADRID","FP II, Ciclo de Grado Superior",2018-08-28,"COMPLETA","MADRID",24000,22000,"INGENIERÍAS"
"24093","HOSTELERÍA/TURISMO","CASTILLA LA MANCHA","ESO, EGB, Graduado Escolar",2018-08-28,"PARCIAL","CUENCA",400,120,"AYUDANTES DE COCINA/COMIDA RÁPIDA"
"24094","COMUNICACIÓN/CULTURA/ENTRETENIMIENTO","CATALUÑA","Bachillerato",2018-08-28,"INDIFERENTE","BARCELONA",14000,10000,"COMUNICACIÓN/PUBLICIDAD/MARKETING"
"24095","INGENIERÍA/CALIDAD/CIENCIAS","MADRID","FP II, Ciclo de Grado Superior",2018-08-28,"COMPLETA","MADRID",16000,14000,"INGENIERÍAS"
"24096","INFORMÁTICA/TELECOMUNICACIONES","CATALUÑA","Licenciado o Ingeniero Superior",2018-08-28,"COMPLETA","BARCELONA",25000,21000,"ANALISTAS/PROGRAMADORES"
"24097","PELUQUERÍA/ESTÉTICA","COMUNIDAD VALENCIANA","Unknown",2018-08-28,"PARCIAL","ALICANTE",800,500,"PELUQUERÍA"
"24098","DERECHO/PSICOLOGÍA/CIENCIAS SOCIALES","ANDALUCÍA","Licenciado o Ingeniero Superior",2018-08-28,"COMPLETA","CÁDIZ",1500,1250,"ABOGADOS"
"24099","CUIDADOS/ASISTENCIA EN EL HOGAR","ANDALUCÍA","Postgrado Universitario",2018-08-28,"COMPLETA","ALMERÍA",1700,600,"AUXILIARES DE ENFERMERÍA/GERIATRÍA"
"24100","APRENDICES/PRIMER EMPLEO","MADRID","Bachillerato",2018-08-28,"COMPLETA","MADRID",850,600,"APRENDICES"
"24101","COMUNICACIÓN/CULTURA/ENTRETENIMIENTO","CATALUÑA","Bachillerato",2018-08-28,"INDIFERENTE","TARRAGONA",14000,10000,"COMUNICACIÓN/PUBLICIDAD/MARKETING"
"24102","HOSTELERÍA/TURISMO","NAVARRA","Unknown",2018-08-28,"COMPLETA","NAVARRA",1376,1375,"COCINEROS"
"24103","AGRICULTURA/JARDINERÍA/ALIMENTACIÓN","COMUNIDAD VALENCIANA","ESO, EGB, Graduado Escolar",2018-08-28,"PARCIAL","ALICANTE",700,300,"AGRICULTURA/GANADERÍA"
"24104","COMERCIAL/VENTAS","CATALUÑA","ESO, EGB, Graduado Escolar",2018-08-28,"INDIFERENTE","TARRAGONA",1000,400,"VENDEDORES"
"24105","COMERCIAL/VENTAS","MADRID","Unknown",2018-08-28,"COMPLETA","MADRID",1440,1000,"VENDEDORES"
"24106","INFORMÁTICA/TELECOMUNICACIONES","CASTILLA Y LEÓN","FP I, Ciclo de Grado Medio",2018-08-13,"COMPLETA","BURGOS",18000,14000,"TELECOMUNICACIONES"
"24293","CONSTRUCCIÓN","MADRID","Estudios primarios",2018-04-20,"COMPLETA","MADRID",1500,1000,"ALBAÑILERIA/ACABADOS"
"24294","CONSTRUCCIÓN","MADRID","ESO, EGB, Graduado Escolar",2018-04-20,"COMPLETA","MADRID",1500,1000,"ALBAÑILERIA/ACABADOS"
"24295","HOSTELERÍA/TURISMO","ANDALUCÍA","FP II, Ciclo de Grado Superior",2018-08-27,"INDIFERENTE","CÁDIZ",1000,1000,"CAMAREROS"
"24297","DEPENDIENTES/INFORMACIÓN","LA RIOJA","ESO, EGB, Graduado Escolar",2018-08-27,"PARCIAL","RIOJA (LA)",500,450,"ENCUESTADORES"
"24298","INFORMÁTICA/TELECOMUNICACIONES","MADRID","FP I, Ciclo de Grado Medio",2018-08-27,"COMPLETA","MADRID",19379,15750,"ANALISTAS/PROGRAMADORES"
"24299","PELUQUERÍA/ESTÉTICA","COMUNIDAD VALENCIANA","FP I, Ciclo de Grado Medio",2018-08-27,"COMPLETA","VALENCIA",850,800,"ESTÉTICA"
"24300","COMERCIAL/VENTAS","MADRID","ESO, EGB, Graduado Escolar",2018-08-27,"COMPLETA","MADRID",27000,18000,"VENDEDORES"
